Name,Price,Rating,Brand,Gender,ProductType,Fragrance_family,Character,Ingredients,Concentration,Top_note,Middle_note,Base_note,Size,Year
Mercedes Benz The Move Express Yourself EDT,249 SAR,Jaguar,none,Men,Perfume,Charismatic,Floral,100 ml,2013,"Bergamot, Mandarin Orange, Coriander, iris, Patchouli, Cedar, Leather, Musk, Vanila",Eau de Toilette,"Bergamot, Mandarin, Coriander","Patchouli, Iris, Cedarwood","Leather, Musk, Vanilla"
Mercedes Benz Man Intense EDT,275 SAR,Jaguar,none,Men,Perfume,Charismatic,Floral,100 ml,2013,"Bergamot, Mandarin Orange, Coriander, iris, Patchouli, Cedar, Leather, Musk, Vanila",Eau de Toilette,"Bergamot, Mandarin, Coriander","Patchouli, Iris, Cedarwood","Leather, Musk, Vanilla"
Mercedes Benz Man Bright EDP,239 SAR,Jaguar,none,Men,Perfume,Charismatic,Floral,100 ml,2013,"Bergamot, Mandarin Orange, Coriander, iris, Patchouli, Cedar, Leather, Musk, Vanila",Eau de Toilette,"Bergamot, Mandarin, Coriander","Patchouli, Iris, Cedarwood","Leather, Musk, Vanilla"
Maurer & Wirtz Tabac Original EDC,249 SAR,Jaguar,none,Men,Perfume,Charismatic,Floral,100 ml,2013,"Bergamot, Mandarin Orange, Coriander, iris, Patchouli, Cedar, Leather, Musk, Vanila",Eau de Toilette,"Bergamot, Mandarin, Coriander","Patchouli, Iris, Cedarwood","Leather, Musk, Vanilla"
Jil Sander Sander EDT,290 SAR,Jaguar,none,Men,Perfume,Charismatic,Floral,100 ml,2013,"Bergamot, Mandarin Orange, Coriander, iris, Patchouli, Cedar, Leather, Musk, Vanila",Eau de Toilette,"Bergamot, Mandarin, Coriander","Patchouli, Iris, Cedarwood","Leather, Musk, Vanilla"
Jacques Bogart One Man Show Ruby Edition EDT,99 SAR,Jaguar,none,Men,Perfume,Charismatic,Floral,100 ml,2013,"Bergamot, Mandarin Orange, Coriander, iris, Patchouli, Cedar, Leather, Musk, Vanila",Eau de Toilette,"Bergamot, Mandarin, Coriander","Patchouli, Iris, Cedarwood","Leather, Musk, Vanilla"
Jacques Bogart One Man Show Gold Edition EDT,99 SAR,Jaguar,none,Men,Perfume,Charismatic,Floral,100 ml,2013,"Bergamot, Mandarin Orange, Coriander, iris, Patchouli, Cedar, Leather, Musk, Vanila",Eau de Toilette,"Bergamot, Mandarin, Coriander","Patchouli, Iris, Cedarwood","Leather, Musk, Vanilla"
Issey Miyake Nuit d'Issey Bois Arctic Man EDP,501 SAR,Jaguar,none,Men,Perfume,Charismatic,Floral,100 ml,2013,"Bergamot, Mandarin Orange, Coriander, iris, Patchouli, Cedar, Leather, Musk, Vanila",Eau de Toilette,"Bergamot, Mandarin, Coriander","Patchouli, Iris, Cedarwood","Leather, Musk, Vanilla"
Atkinsons Rose In Wonderland Perfume Oil,653 SAR,Jaguar,none,Men,Perfume,Charismatic,Floral,100 ml,2013,"Bergamot, Mandarin Orange, Coriander, iris, Patchouli, Cedar, Leather, Musk, Vanila",Eau de Toilette,"Bergamot, Mandarin, Coriander","Patchouli, Iris, Cedarwood","Leather, Musk, Vanilla"
Atkinsons Oud Save The Queen Perfume Oil,653 SAR,Jaguar,none,Men,Perfume,Charismatic,Floral,100 ml,2013,"Bergamot, Mandarin Orange, Coriander, iris, Patchouli, Cedar, Leather, Musk, Vanila",Eau de Toilette,"Bergamot, Mandarin, Coriander","Patchouli, Iris, Cedarwood","Leather, Musk, Vanilla"
Atkinsons Oud Save The King Perfume Oil,653 SAR,Jaguar,none,Men,Perfume,Charismatic,Floral,100 ml,2013,"Bergamot, Mandarin Orange, Coriander, iris, Patchouli, Cedar, Leather, Musk, Vanila",Eau de Toilette,"Bergamot, Mandarin, Coriander","Patchouli, Iris, Cedarwood","Leather, Musk, Vanilla"
Atkinsons 24 Old Bond Street Triple Extract Perfume Oil,653 SAR,Jaguar,none,Men,Perfume,Charismatic,Floral,100 ml,2013,"Bergamot, Mandarin Orange, Coriander, iris, Patchouli, Cedar, Leather, Musk, Vanila",Eau de Toilette,"Bergamot, Mandarin, Coriander","Patchouli, Iris, Cedarwood","Leather, Musk, Vanilla"
Givenchy Gentleman Boisée Set (EDP 100 ml + EDP 12.5 ml),389 SAR,Jaguar,none,Men,Perfume,Charismatic,Floral,100 ml,2013,"Bergamot, Mandarin Orange, Coriander, iris, Patchouli, Cedar, Leather, Musk, Vanila",Eau de Toilette,"Bergamot, Mandarin, Coriander","Patchouli, Iris, Cedarwood","Leather, Musk, Vanilla"
S.T. Dupont Royal Amber,295 SAR,S.T. Dupont,5,Unisex,Perfume,Glamorous,Oriental,Gold,100 ml,2015,"Lavender, Sage,Sandalwood, Cedar,Lemon, Mint, Wood Moss",Eau de Parfum,"Lavender, Sage","Sandalwood, Cedar"
S.T. Dupont Oud & Rose,262 SAR,S.T. Dupont,none,Unisex,Perfume,Glamorous,Oriental,Gold,100 ml,2015,"Lavender, Sage,Sandalwood, Cedar,Lemon, Mint, Wood Moss",Eau de Parfum,"Lavender, Sage","Sandalwood, Cedar"
Givenchy Gentleman Set (Boisée EDP 75 ml + De Ducha Gel 75 ml),399 SAR,S.T. Dupont,none,Unisex,Perfume,Glamorous,Oriental,Gold,100 ml,2015,"Lavender, Sage,Sandalwood, Cedar,Lemon, Mint, Wood Moss",Eau de Parfum,"Lavender, Sage","Sandalwood, Cedar"
Exuma Parfums Black Vanilla Man EDP,506 SAR,S.T. Dupont,none,Unisex,Perfume,Glamorous,Oriental,Gold,100 ml,2015,"Lavender, Sage,Sandalwood, Cedar,Lemon, Mint, Wood Moss",Eau de Parfum,"Lavender, Sage","Sandalwood, Cedar"
Exuma Parfums Vetiver Royale Man EDP,506 SAR,S.T. Dupont,none,Unisex,Perfume,Glamorous,Oriental,Gold,100 ml,2015,"Lavender, Sage,Sandalwood, Cedar,Lemon, Mint, Wood Moss",Eau de Parfum,"Lavender, Sage","Sandalwood, Cedar"
Exuma Parfums Acqua Intense Man EDP,506 SAR,S.T. Dupont,none,Unisex,Perfume,Glamorous,Oriental,Gold,100 ml,2015,"Lavender, Sage,Sandalwood, Cedar,Lemon, Mint, Wood Moss",Eau de Parfum,"Lavender, Sage","Sandalwood, Cedar"
Ideo Parfumeurs Weekend a Fontainebleau EDP,653 SAR,S.T. Dupont,none,Unisex,Perfume,Glamorous,Oriental,Gold,100 ml,2015,"Lavender, Sage,Sandalwood, Cedar,Lemon, Mint, Wood Moss",Eau de Parfum,"Lavender, Sage","Sandalwood, Cedar"
Ideo Parfumeurs Tarbouch Afandi EDP,653 SAR,S.T. Dupont,none,Unisex,Perfume,Glamorous,Oriental,Gold,100 ml,2015,"Lavender, Sage,Sandalwood, Cedar,Lemon, Mint, Wood Moss",Eau de Parfum,"Lavender, Sage","Sandalwood, Cedar"
Ideo Parfumeurs Prison Blues EDP,653 SAR,S.T. Dupont,none,Unisex,Perfume,Glamorous,Oriental,Gold,100 ml,2015,"Lavender, Sage,Sandalwood, Cedar,Lemon, Mint, Wood Moss",Eau de Parfum,"Lavender, Sage","Sandalwood, Cedar"
Ideo Parfumeurs Malika's Temptation EDP,653 SAR,S.T. Dupont,none,Unisex,Perfume,Glamorous,Oriental,Gold,100 ml,2015,"Lavender, Sage,Sandalwood, Cedar,Lemon, Mint, Wood Moss",Eau de Parfum,"Lavender, Sage","Sandalwood, Cedar"
Ideo Parfumeurs London to Mumbai EDP,653 SAR,S.T. Dupont,none,Unisex,Perfume,Glamorous,Oriental,Gold,100 ml,2015,"Lavender, Sage,Sandalwood, Cedar,Lemon, Mint, Wood Moss",Eau de Parfum,"Lavender, Sage","Sandalwood, Cedar"
Ideo Parfumeurs Last Canto EDP,653 SAR,S.T. Dupont,none,Unisex,Perfume,Glamorous,Oriental,Gold,100 ml,2015,"Lavender, Sage,Sandalwood, Cedar,Lemon, Mint, Wood Moss",Eau de Parfum,"Lavender, Sage","Sandalwood, Cedar"
Giorgio Armani Acqua di Giò Profondo Lights EDP,377 SAR,S.T. Dupont,none,Unisex,Perfume,Glamorous,Oriental,Gold,100 ml,2015,"Lavender, Sage,Sandalwood, Cedar,Lemon, Mint, Wood Moss",Eau de Parfum,"Lavender, Sage","Sandalwood, Cedar"
Bottega Veneta Parco Palladiano III EDP,855 SAR,S.T. Dupont,none,Unisex,Perfume,Glamorous,Oriental,Gold,100 ml,2015,"Lavender, Sage,Sandalwood, Cedar,Lemon, Mint, Wood Moss",Eau de Parfum,"Lavender, Sage","Sandalwood, Cedar"
Bon Parfumeur 901 EDP,444 SAR,S.T. Dupont,none,Unisex,Perfume,Glamorous,Oriental,Gold,100 ml,2015,"Lavender, Sage,Sandalwood, Cedar,Lemon, Mint, Wood Moss",Eau de Parfum,"Lavender, Sage","Sandalwood, Cedar"
Bon Parfumeur 801 EDP,444 SAR,S.T. Dupont,none,Unisex,Perfume,Glamorous,Oriental,Gold,100 ml,2015,"Lavender, Sage,Sandalwood, Cedar,Lemon, Mint, Wood Moss",Eau de Parfum,"Lavender, Sage","Sandalwood, Cedar"
Bon Parfumeur 601 EDP,444 SAR,S.T. Dupont,none,Unisex,Perfume,Glamorous,Oriental,Gold,100 ml,2015,"Lavender, Sage,Sandalwood, Cedar,Lemon, Mint, Wood Moss",Eau de Parfum,"Lavender, Sage","Sandalwood, Cedar"
Bon Parfumeur 401 EDP,444 SAR,S.T. Dupont,none,Unisex,Perfume,Glamorous,Oriental,Gold,100 ml,2015,"Lavender, Sage,Sandalwood, Cedar,Lemon, Mint, Wood Moss",Eau de Parfum,"Lavender, Sage","Sandalwood, Cedar"
Bon Parfumeur 301 EDP,444 SAR,S.T. Dupont,none,Unisex,Perfume,Glamorous,Oriental,Gold,100 ml,2015,"Lavender, Sage,Sandalwood, Cedar,Lemon, Mint, Wood Moss",Eau de Parfum,"Lavender, Sage","Sandalwood, Cedar"
Bon Parfumeur 001 EDC,444 SAR,S.T. Dupont,none,Unisex,Perfume,Glamorous,Oriental,Gold,100 ml,2015,"Lavender, Sage,Sandalwood, Cedar,Lemon, Mint, Wood Moss",Eau de Parfum,"Lavender, Sage","Sandalwood, Cedar"
Baldessarini Ambré Eau Fraîche EDT,179 SAR,S.T. Dupont,none,Unisex,Perfume,Glamorous,Oriental,Gold,100 ml,2015,"Lavender, Sage,Sandalwood, Cedar,Lemon, Mint, Wood Moss",Eau de Parfum,"Lavender, Sage","Sandalwood, Cedar"
Aigner Initial EDP,295 SAR,S.T. Dupont,none,Unisex,Perfume,Glamorous,Oriental,Gold,100 ml,2015,"Lavender, Sage,Sandalwood, Cedar,Lemon, Mint, Wood Moss",Eau de Parfum,"Lavender, Sage","Sandalwood, Cedar"
Nicolai Oud Sublime Elixir De Parfum,1935 SAR,S.T. Dupont,none,Unisex,Perfume,Glamorous,Oriental,Gold,100 ml,2015,"Lavender, Sage,Sandalwood, Cedar,Lemon, Mint, Wood Moss",Eau de Parfum,"Lavender, Sage","Sandalwood, Cedar"
Afnan Tribute White EDP,250 SAR,S.T. Dupont,none,Unisex,Perfume,Glamorous,Oriental,Gold,100 ml,2015,"Lavender, Sage,Sandalwood, Cedar,Lemon, Mint, Wood Moss",Eau de Parfum,"Lavender, Sage","Sandalwood, Cedar"
Afnan Naseej Al Zafaran EDP,150 SAR,S.T. Dupont,none,Unisex,Perfume,Glamorous,Oriental,Gold,100 ml,2015,"Lavender, Sage,Sandalwood, Cedar,Lemon, Mint, Wood Moss",Eau de Parfum,"Lavender, Sage","Sandalwood, Cedar"
Afnan Naseej Al Ward EDP,150 SAR,S.T. Dupont,none,Unisex,Perfume,Glamorous,Oriental,Gold,100 ml,2015,"Lavender, Sage,Sandalwood, Cedar,Lemon, Mint, Wood Moss",Eau de Parfum,"Lavender, Sage","Sandalwood, Cedar"
Afnan Naseej Al Kiswah EDP,150 SAR,S.T. Dupont,none,Unisex,Perfume,Glamorous,Oriental,Gold,100 ml,2015,"Lavender, Sage,Sandalwood, Cedar,Lemon, Mint, Wood Moss",Eau de Parfum,"Lavender, Sage","Sandalwood, Cedar"
Afnan Naseej Al Khuzama EDP,150 SAR,S.T. Dupont,none,Unisex,Perfume,Glamorous,Oriental,Gold,100 ml,2015,"Lavender, Sage,Sandalwood, Cedar,Lemon, Mint, Wood Moss",Eau de Parfum,"Lavender, Sage","Sandalwood, Cedar"
Afnan Naseej Al Ehsaas EDP,150 SAR,S.T. Dupont,none,Unisex,Perfume,Glamorous,Oriental,Gold,100 ml,2015,"Lavender, Sage,Sandalwood, Cedar,Lemon, Mint, Wood Moss",Eau de Parfum,"Lavender, Sage","Sandalwood, Cedar"
Afnan Modest Une EDP,120 SAR,S.T. Dupont,none,Unisex,Perfume,Glamorous,Oriental,Gold,100 ml,2015,"Lavender, Sage,Sandalwood, Cedar,Lemon, Mint, Wood Moss",Eau de Parfum,"Lavender, Sage","Sandalwood, Cedar"
Nicolai Cuir Cuba Intense,835 SAR,S.T. Dupont,none,Unisex,Perfume,Glamorous,Oriental,Gold,100 ml,2015,"Lavender, Sage,Sandalwood, Cedar,Lemon, Mint, Wood Moss",Eau de Parfum,"Lavender, Sage","Sandalwood, Cedar"
Dolce&Gabbana The One Gold EDP,391 SAR,S.T. Dupont,none,Unisex,Perfume,Glamorous,Oriental,Gold,100 ml,2015,"Lavender, Sage,Sandalwood, Cedar,Lemon, Mint, Wood Moss",Eau de Parfum,"Lavender, Sage","Sandalwood, Cedar"
Mancera Aoud Vanille,407 SAR,Mancera,5,Unisex,Perfume,Romantic,Oriental,"Gold,Purple",120 ml,2015,"Agarwood, Saffron, Black Pepper, Cardamom, Floral Notes, Madagascar Vanilla, Guaiac Wood, Sandalwood",Eau de Parfum,"Agarwood, Saffron, Black Pepper, Cardamom",Floral Notes
Karl Lagerfeld Paradise Bay Pour Homme,295 SAR,Mancera,none,Unisex,Perfume,Romantic,Oriental,"Gold,Purple",120 ml,2015,"Agarwood, Saffron, Black Pepper, Cardamom, Floral Notes, Madagascar Vanilla, Guaiac Wood, Sandalwood",Eau de Parfum,"Agarwood, Saffron, Black Pepper, Cardamom",Floral Notes
Jimmy Choo Jimmy Choo Man Intense,242 SAR,Mancera,none,Unisex,Perfume,Romantic,Oriental,"Gold,Purple",120 ml,2015,"Agarwood, Saffron, Black Pepper, Cardamom, Floral Notes, Madagascar Vanilla, Guaiac Wood, Sandalwood",Eau de Parfum,"Agarwood, Saffron, Black Pepper, Cardamom",Floral Notes
Jimmy Choo Jimmy Choo Man Ice,117 SAR,Mancera,none,Unisex,Perfume,Romantic,Oriental,"Gold,Purple",120 ml,2015,"Agarwood, Saffron, Black Pepper, Cardamom, Floral Notes, Madagascar Vanilla, Guaiac Wood, Sandalwood",Eau de Parfum,"Agarwood, Saffron, Black Pepper, Cardamom",Floral Notes
Givenchy Gentlemen,329 SAR,Mancera,none,Unisex,Perfume,Romantic,Oriental,"Gold,Purple",120 ml,2015,"Agarwood, Saffron, Black Pepper, Cardamom, Floral Notes, Madagascar Vanilla, Guaiac Wood, Sandalwood",Eau de Parfum,"Agarwood, Saffron, Black Pepper, Cardamom",Floral Notes
Dunhill Dunhill Man,132 SAR,Mancera,none,Unisex,Perfume,Romantic,Oriental,"Gold,Purple",120 ml,2015,"Agarwood, Saffron, Black Pepper, Cardamom, Floral Notes, Madagascar Vanilla, Guaiac Wood, Sandalwood",Eau de Parfum,"Agarwood, Saffron, Black Pepper, Cardamom",Floral Notes
Al Dakheel Oud Masaya Gold EDP,138 SAR,Mancera,none,Unisex,Perfume,Romantic,Oriental,"Gold,Purple",120 ml,2015,"Agarwood, Saffron, Black Pepper, Cardamom, Floral Notes, Madagascar Vanilla, Guaiac Wood, Sandalwood",Eau de Parfum,"Agarwood, Saffron, Black Pepper, Cardamom",Floral Notes
Al Dakheel Oud Dehn Oud Almumayaz Perfume Oil,127 SAR,Mancera,none,Unisex,Perfume,Romantic,Oriental,"Gold,Purple",120 ml,2015,"Agarwood, Saffron, Black Pepper, Cardamom, Floral Notes, Madagascar Vanilla, Guaiac Wood, Sandalwood",Eau de Parfum,"Agarwood, Saffron, Black Pepper, Cardamom",Floral Notes
Al Dakheel Oud White Tag EDP,69 SAR,Mancera,none,Unisex,Perfume,Romantic,Oriental,"Gold,Purple",120 ml,2015,"Agarwood, Saffron, Black Pepper, Cardamom, Floral Notes, Madagascar Vanilla, Guaiac Wood, Sandalwood",Eau de Parfum,"Agarwood, Saffron, Black Pepper, Cardamom",Floral Notes
Al Dakheel Oud Mukhallat Al-Shioukh EDP,184 SAR,Mancera,none,Unisex,Perfume,Romantic,Oriental,"Gold,Purple",120 ml,2015,"Agarwood, Saffron, Black Pepper, Cardamom, Floral Notes, Madagascar Vanilla, Guaiac Wood, Sandalwood",Eau de Parfum,"Agarwood, Saffron, Black Pepper, Cardamom",Floral Notes
Al Dakheel Oud Majesta EDP,317 SAR,Mancera,none,Unisex,Perfume,Romantic,Oriental,"Gold,Purple",120 ml,2015,"Agarwood, Saffron, Black Pepper, Cardamom, Floral Notes, Madagascar Vanilla, Guaiac Wood, Sandalwood",Eau de Parfum,"Agarwood, Saffron, Black Pepper, Cardamom",Floral Notes
Al Dakheel Oud Royal Mixture Perfume Oil,432 SAR,Mancera,none,Unisex,Perfume,Romantic,Oriental,"Gold,Purple",120 ml,2015,"Agarwood, Saffron, Black Pepper, Cardamom, Floral Notes, Madagascar Vanilla, Guaiac Wood, Sandalwood",Eau de Parfum,"Agarwood, Saffron, Black Pepper, Cardamom",Floral Notes
Al Dakheel Oud Blend Musk And Sandal EDP,161 SAR,Mancera,none,Unisex,Perfume,Romantic,Oriental,"Gold,Purple",120 ml,2015,"Agarwood, Saffron, Black Pepper, Cardamom, Floral Notes, Madagascar Vanilla, Guaiac Wood, Sandalwood",Eau de Parfum,"Agarwood, Saffron, Black Pepper, Cardamom",Floral Notes
Al Dakheel Oud Musk Special EDP,104 SAR,Mancera,none,Unisex,Perfume,Romantic,Oriental,"Gold,Purple",120 ml,2015,"Agarwood, Saffron, Black Pepper, Cardamom, Floral Notes, Madagascar Vanilla, Guaiac Wood, Sandalwood",Eau de Parfum,"Agarwood, Saffron, Black Pepper, Cardamom",Floral Notes
Al Dakheel Oud Musk Pomegranate Scent EDP,104 SAR,Mancera,none,Unisex,Perfume,Romantic,Oriental,"Gold,Purple",120 ml,2015,"Agarwood, Saffron, Black Pepper, Cardamom, Floral Notes, Madagascar Vanilla, Guaiac Wood, Sandalwood",Eau de Parfum,"Agarwood, Saffron, Black Pepper, Cardamom",Floral Notes
Al Dakheel Oud Musk Vanilla EDP,104 SAR,Mancera,none,Unisex,Perfume,Romantic,Oriental,"Gold,Purple",120 ml,2015,"Agarwood, Saffron, Black Pepper, Cardamom, Floral Notes, Madagascar Vanilla, Guaiac Wood, Sandalwood",Eau de Parfum,"Agarwood, Saffron, Black Pepper, Cardamom",Floral Notes
Al Dakheel Oud Tiffany Tag EDP,69 SAR,Mancera,none,Unisex,Perfume,Romantic,Oriental,"Gold,Purple",120 ml,2015,"Agarwood, Saffron, Black Pepper, Cardamom, Floral Notes, Madagascar Vanilla, Guaiac Wood, Sandalwood",Eau de Parfum,"Agarwood, Saffron, Black Pepper, Cardamom",Floral Notes
Cartier Eau De Cartier,345 SAR,Mancera,none,Unisex,Perfume,Romantic,Oriental,"Gold,Purple",120 ml,2015,"Agarwood, Saffron, Black Pepper, Cardamom, Floral Notes, Madagascar Vanilla, Guaiac Wood, Sandalwood",Eau de Parfum,"Agarwood, Saffron, Black Pepper, Cardamom",Floral Notes
Al Dakheel Oud Dehn Oud Alfakher Perfume Oil,449 SAR,Mancera,none,Unisex,Perfume,Romantic,Oriental,"Gold,Purple",120 ml,2015,"Agarwood, Saffron, Black Pepper, Cardamom, Floral Notes, Madagascar Vanilla, Guaiac Wood, Sandalwood",Eau de Parfum,"Agarwood, Saffron, Black Pepper, Cardamom",Floral Notes
Al Dakheel Oud Dehn Oud Almalaki Perfume Oil,219 SAR,Mancera,none,Unisex,Perfume,Romantic,Oriental,"Gold,Purple",120 ml,2015,"Agarwood, Saffron, Black Pepper, Cardamom, Floral Notes, Madagascar Vanilla, Guaiac Wood, Sandalwood",Eau de Parfum,"Agarwood, Saffron, Black Pepper, Cardamom",Floral Notes
Al Dakheel Oud Dehn Oud Special Perfume Oil,296 SAR,Mancera,none,Unisex,Perfume,Romantic,Oriental,"Gold,Purple",120 ml,2015,"Agarwood, Saffron, Black Pepper, Cardamom, Floral Notes, Madagascar Vanilla, Guaiac Wood, Sandalwood",Eau de Parfum,"Agarwood, Saffron, Black Pepper, Cardamom",Floral Notes
Al Dakheel Oud Blend Patchouli Oud EDP,161 SAR,Mancera,none,Unisex,Perfume,Romantic,Oriental,"Gold,Purple",120 ml,2015,"Agarwood, Saffron, Black Pepper, Cardamom, Floral Notes, Madagascar Vanilla, Guaiac Wood, Sandalwood",Eau de Parfum,"Agarwood, Saffron, Black Pepper, Cardamom",Floral Notes
Al Dakheel Oud Exclamation Golden EDP,58 SAR,Mancera,none,Unisex,Perfume,Romantic,Oriental,"Gold,Purple",120 ml,2015,"Agarwood, Saffron, Black Pepper, Cardamom, Floral Notes, Madagascar Vanilla, Guaiac Wood, Sandalwood",Eau de Parfum,"Agarwood, Saffron, Black Pepper, Cardamom",Floral Notes
Al Dakheel Oud Blue Tag EDP,69 SAR,Mancera,none,Unisex,Perfume,Romantic,Oriental,"Gold,Purple",120 ml,2015,"Agarwood, Saffron, Black Pepper, Cardamom, Floral Notes, Madagascar Vanilla, Guaiac Wood, Sandalwood",Eau de Parfum,"Agarwood, Saffron, Black Pepper, Cardamom",Floral Notes
Al Dakheel Oud Alareen White EDP,87 SAR,Mancera,none,Unisex,Perfume,Romantic,Oriental,"Gold,Purple",120 ml,2015,"Agarwood, Saffron, Black Pepper, Cardamom, Floral Notes, Madagascar Vanilla, Guaiac Wood, Sandalwood",Eau de Parfum,"Agarwood, Saffron, Black Pepper, Cardamom",Floral Notes
Al Dakheel Oud Musk Alnaqa'a Perfume Oil,81 SAR,Mancera,none,Unisex,Perfume,Romantic,Oriental,"Gold,Purple",120 ml,2015,"Agarwood, Saffron, Black Pepper, Cardamom, Floral Notes, Madagascar Vanilla, Guaiac Wood, Sandalwood",Eau de Parfum,"Agarwood, Saffron, Black Pepper, Cardamom",Floral Notes
Al Dakheel Oud Crown Silver EDP,104 SAR,Mancera,none,Unisex,Perfume,Romantic,Oriental,"Gold,Purple",120 ml,2015,"Agarwood, Saffron, Black Pepper, Cardamom, Floral Notes, Madagascar Vanilla, Guaiac Wood, Sandalwood",Eau de Parfum,"Agarwood, Saffron, Black Pepper, Cardamom",Floral Notes
Al Dakheel Oud Al Areen Black EDP,87 SAR,Mancera,none,Unisex,Perfume,Romantic,Oriental,"Gold,Purple",120 ml,2015,"Agarwood, Saffron, Black Pepper, Cardamom, Floral Notes, Madagascar Vanilla, Guaiac Wood, Sandalwood",Eau de Parfum,"Agarwood, Saffron, Black Pepper, Cardamom",Floral Notes
Al Dakheel Oud Exlamation Silver EDP,58 SAR,Mancera,none,Unisex,Perfume,Romantic,Oriental,"Gold,Purple",120 ml,2015,"Agarwood, Saffron, Black Pepper, Cardamom, Floral Notes, Madagascar Vanilla, Guaiac Wood, Sandalwood",Eau de Parfum,"Agarwood, Saffron, Black Pepper, Cardamom",Floral Notes
Al Dakheel Oud Fazzaa EDP,104 SAR,Mancera,none,Unisex,Perfume,Romantic,Oriental,"Gold,Purple",120 ml,2015,"Agarwood, Saffron, Black Pepper, Cardamom, Floral Notes, Madagascar Vanilla, Guaiac Wood, Sandalwood",Eau de Parfum,"Agarwood, Saffron, Black Pepper, Cardamom",Floral Notes
Al Dakheel Oud Mukhallat Tawaaf Perfume Oil,276 SAR,Mancera,none,Unisex,Perfume,Romantic,Oriental,"Gold,Purple",120 ml,2015,"Agarwood, Saffron, Black Pepper, Cardamom, Floral Notes, Madagascar Vanilla, Guaiac Wood, Sandalwood",Eau de Parfum,"Agarwood, Saffron, Black Pepper, Cardamom",Floral Notes
Boucheron Quatre Pour Homme,174 SAR,Mancera,none,Unisex,Perfume,Romantic,Oriental,"Gold,Purple",120 ml,2015,"Agarwood, Saffron, Black Pepper, Cardamom, Floral Notes, Madagascar Vanilla, Guaiac Wood, Sandalwood",Eau de Parfum,"Agarwood, Saffron, Black Pepper, Cardamom",Floral Notes
Mont Blanc Legend Set (5 Pieces),249 SAR,Mancera,none,Unisex,Perfume,Romantic,Oriental,"Gold,Purple",120 ml,2015,"Agarwood, Saffron, Black Pepper, Cardamom, Floral Notes, Madagascar Vanilla, Guaiac Wood, Sandalwood",Eau de Parfum,"Agarwood, Saffron, Black Pepper, Cardamom",Floral Notes
Mercedes Benz Set EDT 4x7 ml,249 SAR,Mancera,none,Unisex,Perfume,Romantic,Oriental,"Gold,Purple",120 ml,2015,"Agarwood, Saffron, Black Pepper, Cardamom, Floral Notes, Madagascar Vanilla, Guaiac Wood, Sandalwood",Eau de Parfum,"Agarwood, Saffron, Black Pepper, Cardamom",Floral Notes
Al Majed for Oud Rama Al-Ehsas EDP,184 SAR,Mancera,none,Unisex,Perfume,Romantic,Oriental,"Gold,Purple",120 ml,2015,"Agarwood, Saffron, Black Pepper, Cardamom, Floral Notes, Madagascar Vanilla, Guaiac Wood, Sandalwood",Eau de Parfum,"Agarwood, Saffron, Black Pepper, Cardamom",Floral Notes
Al Majed for Oud Lana EDP,218 SAR,Mancera,none,Unisex,Perfume,Romantic,Oriental,"Gold,Purple",120 ml,2015,"Agarwood, Saffron, Black Pepper, Cardamom, Floral Notes, Madagascar Vanilla, Guaiac Wood, Sandalwood",Eau de Parfum,"Agarwood, Saffron, Black Pepper, Cardamom",Floral Notes
Al Majed for Oud Ebarat Samiyah Mauve EDP,162 SAR,Mancera,none,Unisex,Perfume,Romantic,Oriental,"Gold,Purple",120 ml,2015,"Agarwood, Saffron, Black Pepper, Cardamom, Floral Notes, Madagascar Vanilla, Guaiac Wood, Sandalwood",Eau de Parfum,"Agarwood, Saffron, Black Pepper, Cardamom",Floral Notes
Al Majed for Oud Nebras EDP,174 SAR,Mancera,none,Unisex,Perfume,Romantic,Oriental,"Gold,Purple",120 ml,2015,"Agarwood, Saffron, Black Pepper, Cardamom, Floral Notes, Madagascar Vanilla, Guaiac Wood, Sandalwood",Eau de Parfum,"Agarwood, Saffron, Black Pepper, Cardamom",Floral Notes
Al Majed for Oud Musk Al-Majid EDP,128 SAR,Mancera,none,Unisex,Perfume,Romantic,Oriental,"Gold,Purple",120 ml,2015,"Agarwood, Saffron, Black Pepper, Cardamom, Floral Notes, Madagascar Vanilla, Guaiac Wood, Sandalwood",Eau de Parfum,"Agarwood, Saffron, Black Pepper, Cardamom",Floral Notes
Al Majed for Oud Waed EDP,174 SAR,Mancera,none,Unisex,Perfume,Romantic,Oriental,"Gold,Purple",120 ml,2015,"Agarwood, Saffron, Black Pepper, Cardamom, Floral Notes, Madagascar Vanilla, Guaiac Wood, Sandalwood",Eau de Parfum,"Agarwood, Saffron, Black Pepper, Cardamom",Floral Notes
Al Majed for Oud Mirsaal EDP,138 SAR,Mancera,none,Unisex,Perfume,Romantic,Oriental,"Gold,Purple",120 ml,2015,"Agarwood, Saffron, Black Pepper, Cardamom, Floral Notes, Madagascar Vanilla, Guaiac Wood, Sandalwood",Eau de Parfum,"Agarwood, Saffron, Black Pepper, Cardamom",Floral Notes
Al Majed for Oud Rasmi Orient EDP,184 SAR,Mancera,none,Unisex,Perfume,Romantic,Oriental,"Gold,Purple",120 ml,2015,"Agarwood, Saffron, Black Pepper, Cardamom, Floral Notes, Madagascar Vanilla, Guaiac Wood, Sandalwood",Eau de Parfum,"Agarwood, Saffron, Black Pepper, Cardamom",Floral Notes
